train_config,model,eval_stratum,eval_type,threshold,f1_macro,precision,recall,roc_auc,pr_auc,balanced_accuracy,mcc,fpr_at_95tpr,youden_j,latency_p50_ms,latency_p95_ms,latency_p99_ms
stratum_iii,roberta,stratum_ii,matched,0.33333333333333337,0.835648352294441,1.0,0.7506561679790026,0.9847263068020112,0.9929872588169748,0.8753280839895012,0.7175743227106833,0.04578313253012048,0.9071878063434842,4.23559732735157,4.285092744976282,4.331911671906704
stratum_iii,roberta,stratum_iii,matched,0.33333333333333337,0.997005483968979,0.9960629921259843,0.9980276134122288,0.9999123383738767,0.999916480544434,0.9969936046859124,0.9940129546665019,0.0,0.9939872093718247,4.23559732735157,4.285092744976282,4.331911671906704
stratum_iii,deberta,stratum_iii,matched,0.37373737373737376,0.9975045370355843,0.9960668633235005,0.9990138067061144,0.9999760922837846,0.9999765530319752,0.9974867013328552,0.9950135465717995,0.0,0.9970175124021278,10.691159404814243,10.75509237125516,11.136557441204783
stratum_iii,deberta,stratum_i,matched,0.37373737373737376,0.45362231496907657,0.024271844660194174,0.39589442815249265,0.610525631740718,0.06592152730194825,0.5796964623439937,0.044904340471043434,0.9273979169390334,0.22018032883885058,10.691159404814243,10.75509237125516,11.136557441204783
stratum_iii,deberta,stratum_ii,matched,0.37373737373737376,0.8762649778673142,0.9968,0.8175853018372703,0.9876197704202637,0.9940322152155061,0.9063830123644183,0.7781396179663284,0.033734939759036145,0.9163962938367644,10.691159404814243,10.75509237125516,11.136557441204783
stratum_iii,deberta,stratum_iii,matched,0.37373737373737376,0.9975045370355843,0.9960668633235005,0.9990138067061144,0.9999760922837846,0.9999765530319752,0.9974867013328552,0.9950135465717995,0.0,0.9970175124021278,10.691159404814243,10.75509237125516,11.136557441204783
pooled,distilbert,pooled,matched,0.3535353535353536,0.9919186639232218,0.9844339622641509,0.9858290033065659,0.9998590911804017,0.9987111995478867,0.9922369114105825,0.9838376199458192,0.00012319822594554638,0.9912107929793189,2.2440021857619286,2.280530333518982,2.3295322805643046
pooled,distilbert,stratum_i,cross,0.3535353535353536,0.987478042467103,0.9655172413793104,0.9853372434017595,0.9999279226502688,0.9968769192040529,0.9924071496130251,0.9750079668587367,0.0,0.9920123216484958,2.2440021857619286,2.280530333518982,2.3295322805643046
pooled,distilbert,stratum_ii,cross,0.3535353535353536,0.9944351986686083,1.0,0.9921259842519685,0.9999588906808335,0.9999777789645586,0.9960629921259843,0.9889319600109191,0.0,0.9960629921259843,2.2440021857619286,2.280530333518982,2.3295322805643046
pooled,distilbert,stratum_iii,cross,0.3535353535353536,0.9995009322655011,1.0,0.9990138067061144,0.9999990038451577,0.9999990283809912,0.9995069033530573,0.9990023624196964,0.0,0.9990138067061144,2.2440021857619286,2.280530333518982,2.3295322805643046
pooled,roberta,pooled,matched,0.18181818181818182,0.9956282791719695,0.9938359412043622,0.9900803023145961,0.9999377316477271,0.9994051895277637,0.9947732216677494,0.9912586587661254,4.1066075315182127e-05,0.9942294695859544,4.273959435522556,4.341854993253946,4.450601320713757
